,location,total_sqft,bath,price,bhk
2779,Harlur,1756.0,3.0,134.0,3
2780,Harlur,1197.0,2.0,78.0,2
2781,Harlur,1290.0,2.0,89.9,2
2782,Harlur,1386.0,2.0,85.0,2
2783,Harlur,1174.0,2.0,74.0,2
2784,Harlur,1174.0,2.0,78.0,2
2786,Harlur,1755.0,3.0,115.0,3
2787,Harlur,2569.0,4.0,175.0,4
2789,Harlur,1197.0,2.0,77.0,2
2790,Harlur,1752.12,3.0,125.0,3
2791,Harlur,2569.0,5.0,180.0,4
2792,Harlur,1225.0,2.0,56.0,2
2793,Harlur,1197.0,2.0,76.0,2
2795,Harlur,1197.0,2.0,75.0,2
2796,Harlur,1755.0,3.0,117.0,3
2797,Harlur,1197.0,2.0,79.9,2
2798,Harlur,936.0,2.0,45.0,2
2799,Harlur,2990.0,4.0,225.0,4
2800,Harlur,1370.0,2.0,88.0,2
2801,Hebbal,1760.0,2.0,123.0,3
2804,Hebbal,1349.0,2.0,98.2,2
2805,Hebbal,2483.0,5.0,212.0,4
2806,Hebbal,1760.0,2.0,130.0,3
2807,Hebbal,3450.0,5.0,260.0,3
2808,Hebbal,1920.0,3.0,134.0,3
2809,Hebbal,1337.0,2.0,82.0,2
2810,Hebbal,1349.0,2.0,98.0,2
2811,Hebbal,1036.0,2.0,50.0,2
2814,Hebbal,1790.0,3.0,127.0,3
2815,Hebbal,2790.0,5.0,198.0,4
2816,Hebbal,1985.0,4.0,189.0,3
2817,Hebbal,2483.0,5.0,215.0,4
2818,Hebbal,1080.0,2.0,54.0,2
2819,Hebbal,812.0,2.0,55.0,2
2820,Hebbal,2790.0,4.0,198.0,4
2821,Hebbal,1075.0,2.0,52.0,2
2822,Hebbal,3067.0,4.0,230.0,4
2823,Hebbal,1040.0,2.0,50.0,2
2824,Hebbal,2526.0,2.0,250.0,3
2825,Hebbal,3067.0,4.0,230.0,4
2827,Hebbal,823.0,2.0,50.63,2
2828,Hebbal,1420.0,2.0,123.0,2
2830,Hebbal,1420.0,2.0,99.39,2
2831,Hebbal,4235.0,4.0,365.0,4
2832,Hebbal,1700.0,3.0,124.0,3
2833,Hebbal,3960.0,5.0,386.0,4
2835,Hebbal,1420.0,2.0,99.39,2
2837,Hebbal,1440.0,2.0,115.0,2
2838,Hebbal,1100.0,2.0,54.0,2
2840,Hebbal,2400.0,4.0,180.0,3
2842,Hebbal,1420.0,2.0,107.0,2
2843,Hebbal,1320.0,2.0,92.0,2
2844,Hebbal,919.0,2.0,49.0,2
2845,Hebbal,1645.0,3.0,135.0,3
2846,Hebbal,2080.0,3.0,175.0,3
2848,Hebbal,2483.0,5.0,230.0,4
2849,Hebbal,2600.0,3.0,195.0,3
2850,Hebbal,1645.0,3.0,117.0,3
2851,Hebbal,1251.0,2.0,88.73,2
2852,Hebbal,1645.0,3.0,121.0,3
2853,Hebbal,1760.0,3.0,123.0,3
2854,Hebbal,2790.0,4.0,198.0,4
2855,Hebbal,3960.0,5.0,386.0,4
2856,Hebbal,1645.0,3.0,120.0,3
2857,Hebbal,1255.0,2.0,90.0,3
2858,Hebbal,1645.0,3.0,117.0,3
2861,Hebbal,1636.0,3.0,119.0,3
2863,Hebbal,1255.0,2.0,95.0,3
2864,Hebbal,2790.0,4.0,198.0,4
2866,Hebbal,1255.0,2.0,95.0,3
2867,Hebbal,1088.0,2.0,61.45,2
2868,Hebbal,1349.0,2.0,97.8,2
2870,Hebbal,1344.0,2.0,108.0,2
2871,Hebbal,1255.0,2.0,90.0,3
2873,Hebbal,1138.0,2.0,110.0,2
2874,Hebbal,2790.0,5.0,204.0,4
2875,Hebbal,1088.0,2.0,62.0,2
2876,Hebbal,1987.0,4.0,165.0,3
2877,Hebbal,2790.0,5.0,198.0,4
2878,Hebbal,1299.0,2.0,100.0,2
2879,Hebbal,1200.0,2.0,60.0,2
2880,Hebbal,1645.0,3.0,117.0,3
2881,Hebbal,1390.0,2.0,95.0,2
2882,Hebbal,1333.0,2.0,100.0,2
2884,Hebbal,2650.0,4.0,199.0,3
2885,Hebbal,1800.0,3.0,140.0,3
2887,Hebbal,2470.0,4.0,203.0,4
2888,Hebbal,1255.0,2.0,95.0,3
2889,Hebbal,1333.0,2.0,104.0,2
2890,Hebbal,1645.0,3.0,117.0,3
2891,Hebbal,2600.0,3.0,199.0,3
2892,Hebbal,1345.0,2.0,97.0,2
2894,Hebbal,985.0,2.0,62.0,2
2895,Hebbal,1320.0,2.0,91.0,2
2896,Hebbal,2388.0,3.0,195.0,3
2897,Hebbal,1040.0,2.0,55.0,2
2899,Hebbal,1150.0,2.0,55.0,2
2900,Hebbal,2600.0,3.0,195.0,3
2901,Hebbal,1075.0,2.0,52.0,2
2903,Hebbal,2790.0,5.0,198.0,4
2904,Hebbal,1645.0,3.0,113.0,3
2906,Hebbal,1420.0,2.0,99.39,2
2908,Hebbal,3520.0,5.0,320.0,3
2909,Hebbal,1162.0,2.0,69.0,2
2910,Hebbal,1100.0,2.0,60.0,2
2911,Hebbal,4235.0,5.0,364.0,4
2912,Hebbal,1299.0,2.0,97.0,2
2914,Hebbal,2470.0,5.0,192.0,4
2915,Hebbal,1645.0,3.0,117.0,3
2916,Hebbal,1920.0,3.0,134.0,3
2917,Hebbal,3520.0,5.0,240.0,3
2918,Hebbal,1920.0,3.0,150.0,3
2919,Hebbal,2375.0,4.0,189.0,4
2920,Hebbal,1420.0,2.0,99.26,2
2921,Hebbal,1252.0,2.0,92.0,2
2922,Hebbal,2790.0,4.0,198.0,4
2923,Hebbal,1162.0,2.0,59.0,2
2924,Hebbal,1294.0,2.0,115.0,2
2926,Hebbal,1150.0,2.0,57.0,2
2927,Hebbal,1740.0,2.0,137.0,3
2929,Hebbal,1662.0,3.0,155.0,3
2930,Hebbal,2250.0,3.0,219.0,3
2931,Hebbal,1349.0,2.0,98.0,2
2932,Hebbal,4000.0,6.0,370.0,4
2933,Hebbal,1349.0,2.0,96.8,2
2934,Hebbal Kempapura,1700.0,3.0,155.0,3
2935,Hebbal Kempapura,1800.0,3.0,175.0,3
2936,Hebbal Kempapura,2900.0,4.0,300.0,3
2937,Hebbal Kempapura,3522.0,3.0,380.0,3
2938,Hebbal Kempapura,2280.0,5.0,200.0,5
2939,Hebbal Kempapura,1200.0,2.0,125.0,2
2940,Hebbal Kempapura,2900.0,4.0,240.0,3
2942,Hebbal Kempapura,1300.0,2.0,102.0,2
2943,Hebbal Kempapura,1466.0,2.0,140.0,3
2945,Hebbal Kempapura,1725.0,2.0,165.0,3
2946,Hebbal Kempapura,1200.0,3.0,125.0,3
2947,Hebbal Kempapura,3408.0,3.0,260.0,3
2948,Hebbal Kempapura,1485.0,3.0,132.0,2
2949,Hebbal Kempapura,1400.0,2.0,108.0,2
2950,Hebbal Kempapura,1800.0,3.0,150.0,3
2951,Hebbal Kempapura,2400.0,5.0,200.0,5
2952,Hebbal Kempapura,2800.0,5.0,220.0,5
2953,Hebbal Kempapura,1785.0,3.0,165.0,3
2954,Hebbal Kempapura,3729.0,4.0,384.0,4
2955,Hebbal Kempapura,1600.0,3.0,170.0,3
2956,Hebbal Kempapura,1730.0,3.0,175.0,3
2958,Hegde Nagar,1569.0,3.0,101.0,3
2959,Hegde Nagar,3000.0,7.0,210.0,6
2960,Hegde Nagar,2026.0,3.0,132.0,3
2961,Hegde Nagar,1801.0,3.0,115.0,3
2962,Hegde Nagar,1050.0,1.0,56.0,2
2963,Hegde Nagar,1341.0,2.0,97.0,2
2964,Hegde Nagar,2112.95,4.0,145.0,3
2965,Hegde Nagar,1200.0,4.0,83.0,4
2966,Hegde Nagar,1703.0,3.0,113.0,3
2967,Hegde Nagar,1570.0,3.0,105.0,3
2968,Hegde Nagar,1801.0,3.0,140.0,3
2969,Hegde Nagar,1584.01,3.0,103.0,3
2970,Hegde Nagar,1965.0,4.0,125.0,3
2971,Hegde Nagar,1200.0,2.0,75.0,2
2972,Hegde Nagar,1847.0,3.0,135.0,3
2973,Hegde Nagar,1965.0,4.0,132.0,3
2974,Hegde Nagar,1703.0,3.0,125.0,3
2975,Hegde Nagar,1847.0,3.0,125.0,3
2976,Hegde Nagar,2144.6,4.0,145.0,3
2977,Hegde Nagar,1718.0,3.0,119.0,3
2978,Hegde Nagar,1847.0,3.0,123.0,3
2979,Hegde Nagar,1340.0,2.0,72.0,2
2980,Hegde Nagar,2087.01,3.0,115.0,3
2981,Hegde Nagar,1703.0,3.0,130.0,3
2982,Hegde Nagar,2087.01,4.0,135.0,3
2983,Hegde Nagar,1718.0,3.0,130.0,3
2984,Hegde Nagar,1884.0,4.0,118.0,3
2985,Hegde Nagar,1930.0,4.0,122.0,3
2986,Hegde Nagar,1584.01,3.0,104.0,3
2987,Hegde Nagar,1168.0,2.0,68.0,3
2988,Hegde Nagar,2162.03,4.0,129.0,3
2989,Hegde Nagar,2087.01,4.0,160.0,3
2990,Hegde Nagar,1000.0,2.0,66.0,2
2991,Hegde Nagar,1348.0,2.0,80.5,3
2992,Hennur,1075.0,2.0,52.0,2
2993,Hennur,1255.0,2.0,52.32,2
2994,Hennur,1225.0,2.0,57.0,2
2995,Hennur,1255.0,2.0,57.5,2
2996,Hennur,1259.0,2.0,57.0,2
2997,Hennur,1255.0,2.0,53.5,2
2998,Hennur,1285.0,2.0,60.0,2
2999,Hennur,1285.0,2.0,60.0,2
3000,Hennur,1100.0,2.0,60.0,2
3001,Hennur,1231.0,2.0,48.0,2
3002,Hennur,1255.0,2.0,58.0,2
3003,Hennur,1040.0,2.0,42.12,2
3004,Hennur,1255.0,2.0,54.5,2
3005,Hennur,1041.0,2.0,40.6,2
3007,Hennur,1255.0,2.0,55.5,2
3009,Hennur,1231.0,2.0,50.0,2
3010,Hennur,2500.0,5.0,125.0,5
3011,Hennur,1160.0,2.0,49.0,2
3012,Hennur,2400.0,3.0,135.0,3
3013,Hennur,1255.0,2.0,53.5,2
3014,Hennur,1255.0,2.0,55.5,2
3015,Hennur,1100.0,2.0,44.55,2
3016,Hennur,1255.0,2.0,57.5,2
3017,Hennur,960.0,2.0,48.0,2
3018,Hennur,1020.0,2.0,48.0,2
3019,Hennur,1255.0,2.0,52.32,2
3020,Hennur,1295.0,2.0,64.0,2
3021,Hennur,1935.0,3.0,102.0,3
3023,Hennur,1345.0,2.0,69.0,3
3024,Hennur,1255.0,2.0,58.0,2
3025,Hennur,1420.0,2.0,62.0,2
3026,Hennur,1155.0,2.0,54.5,2
3027,Hennur,1255.0,2.0,52.32,2
3028,Hennur,1255.0,2.0,52.35,2
3030,Hennur,1255.0,2.0,54.5,2
3031,Hennur,1830.0,2.0,113.0,3
3032,Hennur,1255.0,2.0,55.5,2
3033,Hennur,1255.0,2.0,53.57,2
3034,Hennur,1255.0,2.0,56.5,2
3035,Hennur,1050.0,2.0,42.73,2
3036,Hennur,1295.0,2.0,62.0,2
3037,Hennur Road,2089.0,3.0,140.0,3
3039,Hennur Road,5000.0,8.0,250.0,8
3040,Hennur Road,1385.0,2.0,83.09,2
3042,Hennur Road,2264.0,3.0,159.0,3
3043,Hennur Road,1157.0,2.0,84.0,2
3044,Hennur Road,1904.0,3.0,120.0,3
3045,Hennur Road,1891.0,3.0,109.0,3
3046,Hennur Road,1561.0,3.0,95.0,3
3048,Hennur Road,2060.0,3.0,149.0,3
3049,Hennur Road,1482.0,2.0,92.0,3
3050,Hennur Road,1232.0,2.0,89.0,2
3051,Hennur Road,1065.0,2.0,42.6,2
3053,Hennur Road,1482.0,2.0,87.0,3
3054,Hennur Road,1891.0,3.0,139.0,3
3055,Hennur Road,1703.0,3.0,101.0,3
3056,Hennur Road,1232.0,2.0,69.61,2
3057,Hennur Road,987.0,2.0,49.0,2
3059,Hennur Road,2160.0,3.0,160.0,3
3061,Hennur Road,1680.0,3.0,99.27,3
3062,Hennur Road,1065.0,2.0,42.6,2
3063,Hennur Road,1385.0,2.0,83.09,2
3065,Hennur Road,2350.0,3.0,174.0,3
3066,Hennur Road,1586.0,3.0,93.94,3
3067,Hennur Road,1975.0,3.0,123.0,3
3069,Hennur Road,1290.0,2.0,94.5,3
3070,Hennur Road,901.0,2.0,49.5,2
3071,Hennur Road,1445.0,3.0,86.56,3
3072,Hennur Road,1482.0,2.0,97.0,3
3073,Hennur Road,1182.0,2.0,82.5,2
3075,Hennur Road,1036.0,2.0,59.46,2
3076,Hennur Road,1891.0,3.0,109.0,3
3077,Hennur Road,1232.0,2.0,69.61,2
3079,Hennur Road,2320.0,3.0,170.0,3
3080,Hennur Road,1936.0,3.0,118.0,3
3081,Hennur Road,1480.0,2.0,65.0,2
3082,Hennur Road,1590.0,3.0,96.5,3
3083,Hennur Road,1445.0,2.0,105.0,3
3084,Hennur Road,1036.0,2.0,59.45,2
3085,Hennur Road,1832.0,3.0,125.0,3
3086,Hennur Road,1359.0,2.0,104.0,2
3087,Hennur Road,1341.0,2.0,75.76,2
3088,Hennur Road,1040.0,2.0,50.0,2
3090,Hennur Road,1414.0,2.0,84.18,2
3091,Hennur Road,1949.0,3.0,133.0,3
3092,Hennur Road,1232.0,2.0,89.0,2
3093,Hennur Road,1250.0,2.0,77.88,3
3094,Hennur Road,2502.0,4.0,180.0,4
3095,Hennur Road,1831.0,3.0,110.0,3
3096,Hennur Road,1232.0,2.0,87.0,2
3097,Hennur Road,1232.0,2.0,74.0,2
3098,Hennur Road,1232.0,2.0,66.0,2
3099,Hennur Road,1341.0,2.0,95.0,2
3101,Hennur Road,1232.0,2.0,88.0,2
3102,Hennur Road,2365.0,4.0,175.0,3
3103,Hennur Road,1310.0,2.0,66.0,2
3105,Hennur Road,1015.0,2.0,50.0,2
3107,Hennur Road,2264.0,3.0,168.0,3
3108,Hennur Road,2002.0,3.0,120.0,3
3109,Hennur Road,1232.0,2.0,69.6,2
3110,Hennur Road,1195.0,2.0,73.0,2
3111,Hennur Road,1020.0,2.0,47.0,2
3112,Hennur Road,5100.0,6.0,375.0,5
3113,Hennur Road,1061.0,2.0,54.92,2
3115,Hennur Road,1020.0,2.0,45.0,2
3116,Hennur Road,2041.0,3.0,128.0,3
3117,Hennur Road,1232.0,2.0,87.0,2
3118,Hennur Road,1066.0,2.0,52.23,2
3119,Hennur Road,973.0,2.0,56.0,2
3120,Hennur Road,1255.0,2.0,84.0,2
3121,Hennur Road,1232.0,2.0,83.0,2
3122,Hennur Road,1832.0,3.0,116.0,3
3123,Hennur Road,2050.0,3.0,120.0,3
3124,Hennur Road,1445.0,2.0,86.69,3
3125,Hennur Road,1445.0,2.0,83.0,3
3128,Hennur Road,1654.0,3.0,97.8,3
3129,Hennur Road,1480.0,3.0,100.0,3
3130,Hennur Road,1450.0,3.0,88.6,3
3131,Hennur Road,1155.0,2.0,69.18,2
3132,Hennur Road,1053.0,2.0,53.0,2
3133,Hennur Road,1195.0,2.0,59.0,2
3134,Hennur Road,1904.0,3.0,129.0,3
3135,Hennur Road,1981.0,3.0,134.0,3
3136,Hennur Road,1155.0,2.0,69.18,2
3138,Hennur Road,1590.0,3.0,105.0,3
3139,Hennur Road,2041.0,3.0,138.0,3
3140,Hennur Road,1100.0,2.0,78.0,3
3141,Hennur Road,1880.0,4.0,154.0,4
3142,Hennur Road,1232.0,2.0,69.61,2
3143,Hennur Road,1748.0,3.0,103.0,3
3144,Hennur Road,1460.0,2.0,80.3,2
3145,Hennur Road,1933.0,3.0,140.0,3
3146,Hennur Road,1030.0,2.0,46.5,2
3147,Hennur Road,1232.0,2.0,69.61,2
3149,Hennur Road,1445.0,2.0,89.56,3
3150,Hennur Road,973.0,2.0,50.74,2
3152,Hennur Road,1305.0,2.0,77.0,3
3154,Hennur Road,1165.0,2.0,67.0,2
3155,Hennur Road,980.0,2.0,51.0,2
3156,Hennur Road,1232.0,2.0,80.0,2
3157,Hennur Road,1085.0,2.0,43.4,2
3158,Hennur Road,950.0,2.0,55.0,2
3159,Hennur Road,1140.0,2.0,56.0,2
3160,Hennur Road,1891.0,3.0,110.0,3
3163,Hennur Road,1165.0,2.0,52.0,2
3164,Hennur Road,1450.0,2.0,80.0,2
3165,Hennur Road,1155.0,2.0,69.18,2
3166,Hennur Road,1936.0,3.0,131.0,3
3167,Hoodi,985.0,2.0,67.0,2
3171,Hoodi,1425.0,2.0,80.0,2
3172,Hoodi,1420.0,2.0,75.0,2
3173,Hoodi,1639.0,3.0,110.0,3
3174,Hoodi,1606.0,3.0,89.55,3
3175,Hoodi,1639.0,3.0,98.32,3
3180,Hoodi,1026.0,2.0,60.87,2
3181,Hoodi,1050.0,2.0,50.0,2
3182,Hoodi,1400.0,2.0,78.0,2
3183,Hoodi,2400.0,5.0,160.0,5
3184,Hoodi,1196.0,2.0,71.74,2
3186,Hoodi,1500.0,2.0,84.0,2
3187,Hoodi,1055.0,2.0,57.63,2
3188,Hoodi,1925.0,2.0,114.0,3
3189,Hoodi,1400.0,2.0,82.0,2
3191,Hoodi,706.0,1.0,48.24,1
3192,Hoodi,1257.0,2.0,69.0,2
3193,Hoodi,1132.0,2.0,67.9,2
3194,Hoodi,1925.0,3.0,110.0,3
3196,Hoodi,1257.0,2.0,71.03,2
3197,Hoodi,1305.0,2.0,75.0,2
3199,Hoodi,1240.0,2.0,65.0,2
3201,Hoodi,1108.0,2.0,74.23,2
3203,Hoodi,1257.0,2.0,68.5,2
3204,Hoodi,1000.0,2.0,48.0,2
3205,Hoodi,1063.0,2.0,61.17,2
3206,Hoodi,1259.0,2.0,69.45,2
3207,Hoodi,1111.0,2.0,49.43,2
3209,Hoodi,1715.0,2.0,100.0,3
3211,Hoodi,1447.0,3.0,76.0,2
3212,Hoodi,2144.0,3.0,140.0,3
3213,Hoodi,1108.0,2.0,66.46,2
3215,Hoodi,1837.0,3.0,110.0,3
3216,Hoodi,3385.0,4.0,220.0,4
3218,Hoodi,1181.0,2.0,55.0,2
3219,Hoodi,1490.0,3.0,85.0,3
3220,Horamavu Agara,1200.0,2.0,45.0,2
3221,Horamavu Agara,1560.0,3.0,75.0,3
3222,Horamavu Agara,755.0,2.0,37.49,2
3223,Horamavu Agara,982.0,2.0,47.65,2
3224,Horamavu Agara,1650.0,2.0,75.0,3
3225,Horamavu Agara,950.0,2.0,39.0,2
3226,Horamavu Agara,1756.0,3.0,92.0,3
3227,Horamavu Agara,1106.0,2.0,43.09,2
3228,Horamavu Agara,1079.0,2.0,41.0,2
3229,Horamavu Agara,1265.0,2.0,65.0,3
3230,Horamavu Agara,1060.0,2.0,37.0,2
3231,Horamavu Agara,1107.83,2.0,41.51,2
3232,Horamavu Agara,980.0,2.0,38.19,2
3233,Horamavu Agara,1250.0,3.0,65.0,3
3234,Horamavu Agara,1145.0,2.0,41.21,2
3235,Horamavu Agara,2400.0,3.0,80.0,5
3236,Horamavu Agara,1000.0,2.0,46.0,2
3237,Horamavu Agara,760.0,2.0,37.49,2
3238,Horamavu Agara,1150.0,2.0,42.0,2
3240,Horamavu Agara,750.0,2.0,37.49,2
3241,Horamavu Agara,625.0,1.0,27.0,1
3242,Horamavu Agara,1080.0,2.0,38.0,2
3243,Horamavu Agara,994.0,2.0,42.28,2
3244,Horamavu Agara,1107.83,2.0,41.51,2
3246,Horamavu Agara,1090.0,2.0,46.0,2
3247,Horamavu Agara,1400.0,3.0,63.0,3
3248,Horamavu Agara,1557.0,3.0,70.0,3
3249,Horamavu Agara,1058.0,2.0,47.0,2
3252,Horamavu Banaswadi,1460.0,2.0,80.5,2
3253,Horamavu Banaswadi,1156.0,2.0,46.0,2
3254,Horamavu Banaswadi,1180.0,2.0,58.0,2
3255,Horamavu Banaswadi,1307.0,2.0,51.6,2
3256,Horamavu Banaswadi,3800.0,8.0,200.0,6
3257,Horamavu Banaswadi,1357.0,2.0,54.0,2
3258,Horamavu Banaswadi,925.0,2.0,38.0,2
3259,Horamavu Banaswadi,1272.0,2.0,48.0,2
3260,Horamavu Banaswadi,1225.0,2.0,49.5,2
3261,Horamavu Banaswadi,1272.0,2.0,51.5,2
3262,Horamavu Banaswadi,1272.0,2.0,51.5,2
3263,Horamavu Banaswadi,1156.0,2.0,46.9,2
3264,Horamavu Banaswadi,1200.0,2.0,45.0,2
3265,Horamavu Banaswadi,1254.0,2.0,47.0,2
3266,Horamavu Banaswadi,1610.0,3.0,68.0,3
3267,Horamavu Banaswadi,1210.0,2.0,50.0,2
3268,Horamavu Banaswadi,1357.0,2.0,54.0,2
3269,Horamavu Banaswadi,1272.0,2.0,50.0,2
3270,Horamavu Banaswadi,1200.0,2.0,45.0,2
3271,Horamavu Banaswadi,1025.0,2.0,45.0,2
3272,Horamavu Banaswadi,1081.0,2.0,52.0,2
3273,Horamavu Banaswadi,1000.0,2.0,50.0,2
3274,Hormavu,1500.0,2.0,78.0,2
3275,Hormavu,1150.0,2.0,55.0,2
3277,Hormavu,1180.0,2.0,50.0,2
3278,Hormavu,1200.0,2.0,67.0,2
3279,Hormavu,1200.0,3.0,70.0,2
3280,Hormavu,1175.0,2.0,52.0,2
3281,Hormavu,1351.0,2.0,53.0,1
3282,Hormavu,1141.0,2.0,44.4,2
3283,Hormavu,1130.0,2.0,42.3,2
3285,Hormavu,1725.0,3.0,85.0,3
3286,Hormavu,1153.0,2.0,65.0,2
3287,Hormavu,1150.0,2.0,53.11,2
3288,Hormavu,1123.0,2.0,56.0,2
3289,Hormavu,1385.0,2.0,69.0,3
3291,Hormavu,1030.0,2.0,49.35,2
3292,Hormavu,1018.0,2.0,50.8,2
3293,Hormavu,1555.0,3.0,75.0,3
3294,Hormavu,1143.0,2.0,53.0,2
3295,Hormavu,1100.0,2.0,38.0,2
3296,Hormavu,1000.0,2.0,50.0,2
3297,Hormavu,1350.0,2.0,45.0,2
3298,Hormavu,1200.0,2.0,68.0,2
3300,Hormavu,1200.0,2.0,68.0,2
3301,Hormavu,765.0,2.0,37.49,2
3303,Hormavu,1250.0,2.0,60.0,2
3304,Hormavu,965.0,2.0,37.15,2
3305,Hormavu,846.5,1.0,28.275,1
3306,Hormavu,1129.0,2.0,44.0,2
3307,Hormavu,1385.0,2.0,69.25,3
3308,Hormavu,1165.0,2.0,40.0,2
3309,Hormavu,1065.0,2.0,50.92,2
3310,Hormavu,1046.0,2.0,60.0,2
3311,Hormavu,1400.0,2.0,75.0,2
3312,Hormavu,1365.0,2.0,65.0,3
3313,Hormavu,1196.0,2.0,44.8,2
3314,Hormavu,1263.0,2.0,47.36,2
3315,Hormavu,1015.0,2.0,39.08,2
3317,Hormavu,1200.0,2.0,73.0,2
3318,Hormavu,1250.0,2.0,65.0,2
3320,Hormavu,1075.0,2.0,53.7,2
3321,Hormavu,980.0,2.0,42.0,2
3322,Hormavu,1075.0,2.0,53.7,2
3323,Hormavu,2282.0,4.0,115.0,4
3324,Hormavu,1206.0,2.0,55.0,2
3325,Hormavu,1310.0,2.0,67.0,2
3326,Hormavu,1310.0,2.0,60.0,2
3327,Hormavu,1020.0,2.0,45.75,2
3328,Hormavu,1210.0,2.0,69.0,2
3329,Hosa Road,1652.0,3.0,85.0,3
3331,Hosa Road,1161.0,2.0,55.15,2
3333,Hosa Road,1161.0,2.0,55.15,2
3334,Hosa Road,1365.0,2.0,92.0,2
3335,Hosa Road,1243.0,2.0,48.5,2
3337,Hosa Road,1332.0,2.0,86.12,3
3338,Hosa Road,615.0,1.0,28.29,1
3339,Hosa Road,1318.0,2.0,85.28,3
3340,Hosa Road,1133.0,2.0,52.0,2
3341,Hosa Road,1016.0,2.0,40.0,2
3342,Hosa Road,972.0,2.0,40.0,2
3343,Hosa Road,1161.0,2.0,55.15,2
3344,Hosa Road,1532.0,3.0,98.13,3
3345,Hosa Road,1680.0,3.0,101.0,3
3346,Hosa Road,880.0,2.0,50.0,2
3347,Hosa Road,1533.0,3.0,98.18,3
3348,Hosa Road,1040.0,2.0,68.59,2
3349,Hosa Road,1040.0,2.0,61.0,2
3351,Hosa Road,1245.0,2.0,62.0,2
3352,Hosa Road,1311.0,2.0,84.86,3
3353,Hosa Road,1107.5,1.0,39.99,1
3355,Hosa Road,1364.0,2.0,64.79,2
3356,Hosa Road,1016.0,2.0,45.0,2
3358,Hosa Road,1360.0,2.0,77.61,2
3359,Hosa Road,1170.0,2.0,65.0,2
3360,Hosa Road,1161.0,2.0,55.15,2
3361,Hosa Road,1470.0,2.0,84.22,3
3363,Hosa Road,1161.0,2.0,48.75,2
3365,Hosa Road,1016.0,2.0,39.95,2
3366,Hosakerehalli,2378.0,3.0,262.0,3
3367,Hosakerehalli,2376.0,3.0,203.0,3
3368,Hosakerehalli,3205.0,5.0,380.0,4
3370,Hosakerehalli,3024.0,5.0,350.0,4
3371,Hosakerehalli,2400.0,5.0,250.0,5
3372,Hosakerehalli,1817.0,4.0,153.0,3
3373,Hosakerehalli,1304.0,2.0,100.0,2
3374,Hosakerehalli,2480.0,3.0,245.0,3
3375,Hosakerehalli,925.0,2.0,46.5,2
3376,Hosakerehalli,2480.0,4.0,260.0,3
3377,Hosakerehalli,1596.0,3.0,79.8,3
3378,Hosakerehalli,1200.0,2.0,100.0,3
3379,Hosakerehalli,3205.0,4.0,300.0,4
3380,Hosakerehalli,3033.0,4.0,326.0,4
3381,Hosakerehalli,600.0,2.0,65.0,2
3382,Hosakerehalli,2480.0,4.0,265.0,3
3383,Hosakerehalli,925.0,2.0,46.25,2
3384,Hosakerehalli,2376.0,3.0,240.0,3
3385,Hosakerehalli,1500.0,6.0,145.0,5
3386,Hoskote,1250.0,3.0,50.0,3
3387,Hoskote,1225.0,3.0,40.0,3
3388,Hoskote,1740.0,3.0,60.0,3
3389,Hoskote,1170.0,2.0,45.0,2
3391,Hoskote,1200.0,3.0,57.0,3
3392,Hoskote,1069.0,2.0,38.0,3
3393,Hoskote,1095.0,2.0,33.6,2
3395,Hoskote,1065.0,2.0,31.5,2
3396,Hoskote,1395.0,2.0,63.0,3
3397,Hoskote,1065.0,2.0,28.5,2
3398,Hoskote,945.0,2.0,35.0,2
3399,Hoskote,1468.0,2.0,28.095,2
3400,Hoskote,1065.0,2.0,33.75,2
3401,Hoskote,509.0,1.0,23.0,1
3402,Hosur Road,1656.0,2.0,120.0,2
3403,Hosur Road,1194.0,2.0,69.0,2
3406,Hosur Road,3300.0,5.0,240.0,5
3407,Hosur Road,1510.0,2.0,105.0,3
3408,Hosur Road,1427.0,2.0,80.63,3
3409,Hosur Road,1508.0,2.0,110.0,3
3410,Hosur Road,460.0,1.0,21.0,1
3412,Hosur Road,1179.0,2.0,49.0,2
3413,Hosur Road,950.0,2.0,60.0,2
3414,Hosur Road,1194.0,2.0,71.64,2
3415,Hosur Road,1766.0,3.0,130.0,3
3416,Hosur Road,1689.0,3.0,103.0,3
3417,Hosur Road,3600.0,5.0,180.0,5
3418,Hosur Road,1170.0,2.0,48.0,2
3419,Hosur Road,1250.0,2.0,55.0,2
3420,Hosur Road,1689.0,3.0,103.0,3
3421,Hosur Road,4235.0,4.0,241.0,4
3423,Hosur Road,2000.0,4.0,130.0,4
3424,Hosur Road,1250.0,2.0,65.0,2
3425,Hosur Road,1689.0,3.0,103.0,3
3428,Hosur Road,1223.0,2.0,93.0,2
3430,Hosur Road,1919.0,3.0,117.0,3
3431,Hulimavu,1125.0,2.0,50.0,2
3432,Hulimavu,1242.0,2.0,51.0,2
3434,Hulimavu,1823.0,3.0,100.0,3
3435,Hulimavu,1300.0,2.0,36.0,2
3436,Hulimavu,1080.0,2.0,43.2,2
3437,Hulimavu,1100.0,2.0,71.5,2
3439,Hulimavu,688.0,1.0,50.0,1
3440,Hulimavu,1255.0,2.0,73.0,2
3441,Hulimavu,1200.0,4.0,75.0,4
3442,Hulimavu,1058.0,2.0,48.0,2
3443,Hulimavu,1375.0,2.0,80.0,2
3444,Hulimavu,1248.0,2.0,69.0,2
3445,Hulimavu,1818.0,3.0,135.0,3
